profile,rate_pattern,motion_mode,window_size_ms,watermark_delay_ms,run_timestamp,event_rate,disorder_ratio,late_event_ratio,avg_latency_ms,window_fill_ratio,interaction_rate,collision_rate,proximity_rate,swarm_rate,conflict_rate,watermark_lag_ms,processing_latency_ms,adaptive_window_ms,adaptive_watermark_ms,collision_count,proximity_count,swarm_count,conflict_count,total_events,total_interactions
late,burst,collision,5000,5000,20260604_002709,3.6,0.8333,0.0,6027.33,18.0,0.2778,0.0,0.8,0.2,0.0,0,5315,5000,5000,0,4,1,0,18,5
late,burst,collision,5000,5000,20260604_002709,81.6,0.8709,0.007,9898.92,213.0,0.4413,0.31382978723404253,0.5,0.015957446808510637,0.1702127659574468,0,8567,5000,5000,59,94,3,32,426,188
late,burst,collision,5000,5000,20260604_002709,118.2,0.8539,0.0049,9509.03,203.0,0.4893,0.28187919463087246,0.5503355704697986,0.016778523489932886,0.15100671140939598,0,5759,5000,5000,84,164,5,45,609,298
late,burst,collision,5000,5000,20260604_002709,81.8,0.8623,0.0036,8598.82,208.75,0.4766,0.26884422110552764,0.5577889447236181,0.017587939698492462,0.15577889447236182,0,4915,5000,5000,107,222,7,62,835,398
late,burst,collision,5000,5000,20260604_002709,84.6,0.868,0.0056,9107.72,251.6,0.434,0.2783882783882784,0.5622710622710623,0.018315018315018316,0.14102564102564102,0,7908,5000,5000,152,307,10,77,1258,546
late,burst,collision,5000,5000,20260604_002709,120.6,0.8637,0.0049,9021.28,239.67,0.4638,0.25787106446776614,0.5757121439280359,0.017991004497751123,0.14842578710644677,0,6889,5000,5000,172,384,12,99,1438,667
late,burst,collision,5000,5000,20260604_002709,46.8,0.866,0.0042,8634.56,238.86,0.4575,0.24836601307189543,0.5895424836601307,0.018300653594771243,0.1437908496732026,0,4805,5000,5000,190,451,14,110,1672,765
late,burst,collision,5000,5000,20260604_002709,86.6,0.8646,0.0052,8943.41,263.13,0.4437,0.2430406852248394,0.5877944325481799,0.017130620985010708,0.15203426124197003,0,7772,5000,5000,227,549,16,142,2105,934
late,burst,collision,5000,5000,20260604_002709,125.2,0.8634,0.0048,8916.38,255.33,0.4552,0.2361376673040153,0.6013384321223709,0.017208413001912046,0.14531548757170173,0,6958,5000,5000,247,629,18,152,2298,1046
late,burst,collision,5000,5000,20260604_002709,46.2,0.8652,0.0043,8689.31,252.9,0.4539,0.2343205574912892,0.6097560975609756,0.017421602787456445,0.13850174216027875,0,4994,5000,5000,269,700,20,159,2529,1148
late,burst,collision,5000,5000,20260604_002709,85.8,0.8675,0.0051,8918.92,268.91,0.4361,0.23333333333333334,0.6108527131782946,0.017054263565891473,0.1387596899224806,0,7926,5000,5000,301,788,22,179,2958,1290
late,burst,collision,5000,5000,20260604_002709,125.0,0.8656,0.0048,8891.05,262.83,0.4404,0.2318214542836573,0.6112311015118791,0.017278617710583154,0.1396688264938805,0,4995,5000,5000,322,849,24,194,3154,1389
late,burst,collision,5000,5000,20260604_002709,47.8,0.8683,0.0044,8708.19,261.0,0.4412,0.229124916499666,0.6112224448897795,0.01736806947227789,0.14228456913827656,0,4893,5000,5000,343,915,26,213,3393,1497
late,burst,collision,5000,5000,20260604_002709,86.0,0.8679,0.0052,8874.91,273.07,0.4201,0.2266500622665006,0.6158156911581569,0.01805728518057285,0.13947696139476962,0,7869,5000,5000,364,989,29,224,3823,1606
late,burst,collision,5000,5000,20260604_002709,125.2,0.8664,0.005,8867.74,267.93,0.4185,0.2259215219976219,0.6165279429250892,0.018430439952437573,0.13912009512485138,0,7166,5000,5000,380,1037,31,234,4019,1682
late,burst,collision,5000,5000,20260604_002709,85.8,0.8669,0.0047,8725.42,265.75,0.4132,0.22538417757541263,0.6135458167330677,0.01935116676152533,0.14171883892999432,0,4846,5000,5000,396,1078,34,249,4252,1757
late,burst,collision,5000,5000,20260604_002709,88.0,0.8674,0.0051,8860.73,276.0,0.3981,0.22751605995717344,0.6118843683083511,0.01980728051391863,0.14079229122055675,0,7811,5000,5000,425,1143,37,263,4692,1868
late,burst,collision,5000,5000,20260604_002709,125.4,0.8655,0.0049,8843.66,271.06,0.3921,0.22582331416623105,0.6126502875065343,0.021432305279665446,0.14009409304756926,0,6710,5000,5000,432,1172,41,268,4879,1913
late,burst,collision,5000,5000,20260604_002709,46.4,0.8666,0.0049,8731.27,269.0,0.3874,0.22676767676767676,0.6101010101010101,0.022222222222222223,0.1409090909090909,0,5037,5000,5000,449,1208,44,279,5111,1980
late,burst,collision,5000,5000,20260604_002709,86.6,0.8665,0.0052,8854.81,277.2,0.3748,0.2271414821944177,0.6063522617901829,0.023099133782483156,0.14340712223291627,0,7960,5000,5000,472,1260,48,298,5544,2078
